surah,kazimirski_item_declared_num,classification,canonical_ayah_range,french_text,note
24,28,A,24:28,"Si vous n’y trouvez personne, n’entrez pas, à moins qu’on ne vous l’ait permis. Si l’on vous dit : Retirez-vous, retirez-vous aussitôt. Vous en serez plus purs. Dieu connaît vos actions.",
24,29,A,24:29,Il n’y aura aucun mal si vous entrez dans une maison qui n’est pas habitée ; vous pouvez vous y mettre à l’aise. Dieu connaît ce que vous produisez au grand jour et ce que vous cachez.,
24,30,A,24:30,Commande aux croyants de baisser leurs regards et d’observer la continence. Ils en seront plus purs. Dieu est instruit de tout ce qu’ils font.,
24,31,A,24:31,"Commande aux femmes qui croient de baisser leurs yeux et d’observer la continence, de ne laisser voir de leurs ornements que ce qui est à l’extérieur, de couvrir leurs seins d’un voile, de ne faire voir leurs ornements qu’à leurs maris ou à leurs pères, ou aux pères de leurs maris, à leurs fils ou aux fils de leurs maris, à leurs frères ou aux fils de leurs frères, aux fils de leurs sœurs, ou aux femmes de ceux-ci, ou à leurs esclaves ou aux domestiques mâles qui n’ont pas besoin de femmes, ou aux enfants qui ne distinguent pas encore les parties sexuelles d’une femme. Que les femmes n’agitent point les pieds de manière à faire voir leurs ornements cachés. Tournez vos cœurs vers Dieu, afin que vous soyez heureux.",
24,32,A,24:32,"Mariez ceux qui ne s nt pas encore mariés, vos serviteurs probes à vos servantes ; s’ils sont pauvres, Dieu les rendra riches du trésor de sa grâce ; car Dieu est immense ; il sait tout.",
24,33,A,24:33,"Que ceux qui ne peuvent trouver un parti à cause de leur pauvreté vivent dans la continence jusqu’à ce que Dieu les ait enrichis, de sa faveur. Si quelqu’un de vos esclaves vous demande son affranchissement par écrit, donnez-le-lui si vous l’en jugez digne, donnez-leur quelque peu de ces biens que Dieu vous a accordés. Ne forcez point vos servantes à se prostituer pour vous procurer des biens passagers de ce monde, si elles désirent garder leur pudicité. Si quelqu’un les y forçait, Dieu leur pardonnerait à cause de la contrainte ; il est indulgent et compatissant.",
24,34,A,24:34,"Nous venons de vous révéler des versets qui vous expliquent tout clairement par des exemples tirés de ceux qui ont existé avant vous, et qui sont un avertissement pour ceux qui craignent Dieu.",
24,35,A,24:35,"Dieu est la LUMIÈRE des cieux et de la terre. Cette lumière est comme un foyer dans lequel se trouve un flambeau, un flambeau placé dans un cristal, cristal semblable à une étoile brillante ; ce flambeau s’allume avec l’huile d’un arbre béni d’un olivier qui n’est ni de l’Orient ni de l’Occident, et dont l’huile brille quand même le feu ne la touche pas. C’est lumière sur lumière. Dieu conduit vers sa lumière celui qu’il veut, et propose aux, hommes des paraboles ; car il connaît tout.",
24,36,A,24:36,"Dans Les maisons que Dieu a permis d’élever pour que son nom y soit répété chaque jour au matin et au soir,",
24,37,A,24:37,"Célèbrent ses louanges des hommes que le commerce et des contrats ne détournent point du souvenir de Dieu, de la stricte observance de la prière et de l’aumône. Ils redoutent le jour où les cœurs, et les yeux des hommes seront en confusion ;",
24,38,A,24:38,"Ce jour que Dieu a fixé pour récompenser tous les hommes selon leurs meilleures œuvres, et pour les combler de ses faveurs. Dieu donne la nourriture à qui il veut, et sans compte.",
24,39,A,24:39,"Pour les incrédules, leurs œuvres seront comme ce mirage du désert, que l’homme altéré de soif prend pour de l’eau jusqu’à ce qu’il y accoure et ne trouve rien. Mais il trouvera devant lui Dieu, qui réglera son compte. Dieu est prompt dans ses comptes.",
24,40,A,24:40,"leurs œuvres ressemblent encore aux ténèbres étendues sur une mer profonde que couvrent des flots tumultueux ; d’autres flots s’élèvent, et puis un nuage, et puis des ténèbres entassées sur des ténèbres ; l’homme étend sa main et ne la voit pas, Si Dieu ne donne pas de lumière à l’homme, où la trouvera-t-il ?",
24,41,A,24:41,"N’as-tu pas considéré que tout ce qui est dans les cieux et sur la terre publie les louanges de Dieu, et les oiseaux aussi en étendant leurs ailes ? Tout être sait la prière et le récit de ses louanges ; Dieu connaît leurs actions.",
24,42,A,24:42,A Dieu appartient le royaume des cieux et de la terre. Il est le point où tout aboutit.,
24,43,A,24:43,"N’as-tu pas considéré comment Dieu pousse légèrement les nuages, comme il les réunit et les entasse par monceaux ; puis tu vois sortir de leur sein une pluie abondante ; on dirait qu’il fait descendre du ciel des montagnes grosses de grêle, dont il atteint ceux qu’il veut, et qu’il détourne de ceux qu’il veut. Peu s’en faut que l’éclat de la foudre n’enlève la vue aux hommes,.",
24,44,C,24:44-24:45,"Dieu fait succéder tour à tour le jour et la nuit. Il y a certes dans ceci un exemple frappant pour les hommes doués d’intelligence. Il a créé d’eau tous les animaux. Les uns marchent sur leur ventre, d’autres sur deux pieds, d’autres marchent sur quatre. Dieu crée ce qu’il veut, car il est tout-puissant.",
24,45,B,24:46,Nous venons de vous révéler des versets qui vous expliquent tout clairement. Dieu dirige ceux qu’il veut vers le sentier droit.,
24,46,B,24:47,"Les hypocrites disent : Nous avons cru en Dieu et à l’apôtre, et nous obéirons. Puis une partie d’entre eux reviennent sur leurs pas, et ne sont point des croyants.",
24,47,B,24:48,"Quand on les appelle devant Dieu et devant son envoyé afin qu’ils (Dieu et l’envoyé) décident entre eux, voici qu’une partie d’entre eux s’éloignent et se détournent.",
24,48,B,24:49,"Si la vérité était de leur côté, ils obéiraient et viendraient à lui.",
24,49,B,24:50,"Une maladie siège-t-elle dans leurs cœurs, ou bien doutent-ils, ou bien craignent-ils que Dieu et son apôtre ne les trompent ? — Non, mais ils sont méchants.",
24,50,B,24:51,Quelles sont les paroles des croyants quand on les appelle devant Dieu et devant son envoyé afin qu’ils décident entre eux ? Ils disent : Nous avons entendu et nous obéissons. Et ils seront heureux.,
24,51,B,24:52,"Quiconque obéit à Dieu et à son envoyé, quiconque craint Dieu, le redoute, sera du nombre des bienheureux.",
24,52,B,24:53,"Ils ont juré par le nom de Dieu, le plus solennel des serments, que, si tu leur ordonnais de marcher au combat, ils le feraient. Dis-leur : Ne jurez point ; c’est l’obéissance qui a du prix. Dieu connaît vos actions.",
24,53,B,24:54,"Dis-leur : Obéissez à Dieu et obéissez à l’envoyé. Si vous tournez le dos, on ne lui en demandera pas compte ; on n’attend de lui que ses œuvres, comme on attend de vous les vôtres. Si vous obéissez, vous serez dirigés. La prédication ouverte est seule à la charge de l’apôtre.",
24,54,B,24:55,"Dieu a promis à ceux qui auront cru et fait le bien, de les constituer héritiers dans ce pays, ainsi qu’il a fait succéder vos devanciers aux infidèles qui les ont précédés ; il leur a promis d’établir fermement cette religion qu’il lui a plu de leur donner, et de changer leurs inquiétudes en sécurité. Ils m’adoreront, et ne m’associeront dans leur culte aucun autre être. Ceux qui, après ces avertissements, demeureraient infidèles, seraient impies.",
24,55,B,24:56,"Observez donc exactement la prière, faites l’aumône, obéissez à l’apôtre, et vous éprouverez la miséricorde de Dieu.",
24,56,B,24:57,"N’allez pas croire que les infidèles puissent affaiblir la puissance de Dieu sur la terre, eux qui auront le feu pour demeure. Et quel affreux séjour !",
24,57,B,24:58,"O croyants ! que vos esclaves, ainsi que les enfants qui n’ont point atteint l’âge de puberté, avant d’entrer chez vous, vous en demandent la permission, et ce trois fois par jour : avant la prière de l’aurore, puis lorsque vous quittez vos habits à midi, et après la prière du soir ; ces trois moments doivent être respectés par décence. Il n’y aura aucun mal ni pour vous ni pour eux s’ils entrent à d’autres heures sans permission, quand vous allez vous voir les uns les autres. C’est ainsi que Dieu vous explique ses signes. Or, il est savant et sage.",
24,58,B,24:59,"Lorsque vos enfants auront atteint l’âge de puberté, ils devront, à toute heure, demander la permission d’entrer comme l’avaient demandée ceux qui avaient atteint cet âge avant eux. C’est ainsi que Dieu vous explique ses signes. Or, il est savant et sage.",
24,59,B,24:60,"Les femmes qui n’enfantent plus, et qui n’espèrent plus pouvoir se marier, peuvent, sans inconvénient, ôter leurs vêtements, sans cependant montrer leurs ornements ; mais, si elles s’en abstiennent, cela leur vaudra mieux. Dieu entend et sait tout.",
24,60,D,24:61,"On n’impute pas à crime à un aveugle, ni à un boiteux, ni à un homme malade, de manger à vos tables ; ni à vous, si vous faites vos repas dans vos maisons, dans celles de vos pères ou de vos mères, ou de vos frères, ou de vos oncles et de vos tantes paternels, ou de vos oncles et de vos tantes maternels, dans les maisons dont vous avez les clefs, dans celles de vos amis. Il n’y a aucun inconvénient pour vous à manger en commun ou séparément.",
24,61,D,24:61,"Quand vous entrez dans une maison, saluez-vous réciproquement (celui qui entre et celui qui reçoit), en vous souhaitant de par Dieu une bonne et heureuse santé. C’est ainsi que Dieu vous explique ses signes, afin que vous les compreniez.",
24,62,A,24:62,"Les vrais croyants sont ceux qui croient en Dieu et à son apôtre, qui, lorsqu’ils se réunissent chez toi pour quelque affaire d’intérêt commun, ne s’éloignent pas sans ta permission. Ceux qui te la demandent sont ceux qui croient en Dieu et à son apôtre. S’ils te la demandent pour s’occuper de quelque autre affaire, tu l’accorderas à celui que tu voudras. Implore pour eux l’indulgence de Dieu, car il est indulgent et miséricordieux.",
24,63,A,24:63,"N’appelez point l’apôtre comme vous vous appelez entre vous. Dieu connaît ceux qui se retirent de l’assemblée à petit bruit, et se cachent les uns derrière les autres. Que ceux qui désobéissent à ses ordres redoutent un malheur ou le châtiment terrible.",
24,64,A,24:64,"Tout ce qui est dans les cieux et sur la terre n’appartient-il pas à Dieu ? Il connaît l’état où vous êtes. Un jour les hommes seront ramenés devant lui, et il leur rappellera vos œuvres, car il connaît tout.",
25,1,A,25:1,"Béni soit celui qui a envoyé du ciel la DISTINCTION (Alforkan) à son serviteur, afin qu’il avertisse les hommes.",
25,2,A,25:2,"Le royaume des cieux et de la terre lui appartient ; il n’a point de fils, il n’a point d’associé à l’empire ; il a créé toutes choses, et par un arrêt éternel a fixé leurs destinées.",
25,3,D,25:3,"Les idolâtres ont pris d’autres dieux que lui, dieux qui n’ont rien créé et ont été créés eux-mêmes,",
25,4,D,25:3,"Qui ne peuvent faire ni aucun bien ni aucun mal, qui ne disposent ni de la vie, ni de la mort, ni de la résurrection.",
25,5,B,25:4,Les incrédules disent : Ce livre n’est qu’un mensonge qu’il a forgé ; d’autres aussi l’ont aidé à le faire. Voici quelles sont leur méchanceté et leur perfidie.,
25,6,B,25:5,"Ce ne sont que des contes des anciens, disent-ils encore, qu’il a mis par écrit ; ils lui sont dictés le matin et le soir.",
25,7,B,25:6,Dis : Celui qui connaît les secrets des cieux et de la terre a envoyé ce livre. Il est indulgent et miséricordieux.,
25,8,B,25:7,"Ils disent : Qu’est-ce donc que cet apôtre ? Il fait ses repas, il se promène dans les marchés comme nous tous. A moins qu’un ange ne descende et ne prêche avec lui ;",
25,9,B,25:8,"A moins qu’un trésor ne lui soit envoyé, ou qu’il n’ait un jardin qui lui fournisse la nourriture, nous ne croirons pas. Las méchants disent : Vous ne suivez qu’un homme ensorcelé.",
25,10,B,25:9,Vois quels propos ils débitent sur ton compte. Ils se sont égarés et ne peuvent trouver aucune issue.,
25,11,B,25:10,"Béni soit celui qui, s’il lui plaît, peut te donner quelque chose de plus précieux que leurs biens, des jardins où coulent des eaux, et des palais.",
25,12,B,25:11,Mais ils traitent de mensonge l’arrivée de l’heure. Nous avons préparé un feu ardent pour ceux qui la traitent de mensonge.,
25,13,B,25:12,"Lorsqu’il les verra de loin, ils l’entendront mugir de rage et ronfler.",
25,14,B,25:13,"Et lorsqu’ils seront précipités daris un espace resserré, entassés les uns sur les autres, ils appelleront la mort.",
25,15,B,25:14,"N’en appelez pas une seulement, appelez plusieurs genres de mort, leur dira-t-on.",
25,16,B,25:15,"Dis-leur : Qu’est-ce qui vaut mieux, de ceci ou du jardin de l’éternité, qui a été promis aux hommes pieux, et qui doit leur servir de récompense et de terme de voyage ?",
25,17,B,25:16,Ils y trouveront tout ce qu’ils peuvent désirer dans leur séjour éternel. C’est une promesse qu’ils seront en droit de réclamer de Dieu.,
25,18,B,25:17,"Le jour où il les réunira tous, ainsi que les dieux qu’ils adoraient à côté de Dieu, il demandera à ceux-ci : Est-ce vous qui avez égaré mes serviteurs que voici, ou bien eux-mêmes ont-ils perdu la route ?",
25,19,B,25:18,"Ils répondront : Que ton nom soit glorifié ! nous ne pouvions rechercher d’autre allié que toi ; mais tu les as laissés jouir des biens de ce monde, ainsi que leurs pères, et ils ont perdu ton souvenir ; c’est un peuple perdu.",
25,20,D,25:19,"Il dira aux idolâtres : Voici vos dieux qui démentent vos paroles. Vous ne saurez ni détourner le supplice, ni obtenir du secours.",
